,MSE,FID,TVI,TVA,LBP,HOG
0,0.8178631663322449,8.7568441813346e-06,826.521728515625,310.48797607421875,621561.0,147.29013061523438
1,0.8178631663322449,8.756852366786916e-06,827.5787963867188,310.4882507324219,619708.0,138.78250122070312
2,0.8178631663322449,8.756852366786916e-06,828.0416259765625,310.48828125,618985.0,138.74737548828125
3,0.8178631663322449,8.756852366786916e-06,828.5201416015625,310.48828125,617710.0,138.77745056152344
4,0.8178631663322449,8.756852366786916e-06,828.94775390625,310.48828125,616355.0,138.79710388183594
5,0.8178631663322449,8.756852366786916e-06,829.298828125,310.48828125,615163.0,138.8042449951172
6,0.8178631663322449,8.756852366786916e-06,829.4847412109375,310.48828125,614493.0,138.8063507080078
7,0.8178631663322449,8.756852366786916e-06,829.5740966796875,310.48828125,614169.0,138.80751037597656
8,0.8178631663322449,8.756852366786916e-06,829.6141357421875,310.48828125,614029.0,138.80787658691406
9,0.8178631663322449,8.756852366786916e-06,829.6358032226562,310.48828125,613948.0,138.8080596923828
10,0.8178631663322449,8.756852366786916e-06,829.6416625976562,310.48828125,613924.0,138.80807495117188
11,0.8178631663322449,8.756852366786916e-06,829.6427612304688,310.48828125,613919.0,138.80809020996094
12,0.8178631663322449,8.756852366786916e-06,829.6456298828125,310.48828125,613909.0,138.80812072753906
13,0.8178631663322449,8.756852366786916e-06,829.6461791992188,310.48828125,613908.0,138.80812072753906
14,0.8178631663322449,8.756852366786916e-06,829.64599609375,310.48828125,613908.0,138.80812072753906
15,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
16,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
17,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
18,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
19,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
20,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
21,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
22,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
23,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
24,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
25,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
26,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
27,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
28,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
29,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
30,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
31,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
32,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
33,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
34,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
35,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
36,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
37,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
38,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
39,0.8178631663322449,8.756852366786916e-06,829.6463623046875,310.48828125,613907.0,138.80812072753906
