,MSE,FID,TVI,TVA,LBP,HOG
0,0.03182508051395416,7.810342140146531e-06,421.3817138671875,18.225038528442383,1067617.0,124.39376831054688
1,0.03024287335574627,7.564253337477567e-06,384.4136047363281,18.19997215270996,1069206.0,129.4807891845703
2,0.029491739347577095,7.277876193256816e-06,409.694091796875,17.74909782409668,1095752.0,133.20651245117188
3,0.028911443427205086,6.763129022147041e-06,413.74853515625,13.677231788635254,1075423.0,138.38534545898438
4,0.02732459083199501,6.961418421269627e-06,537.65185546875,14.665787696838379,1066710.0,133.6929168701172
5,0.021053537726402283,6.599333119083894e-06,380.38702392578125,13.188559532165527,1054982.0,140.77590942382812
6,0.01761741377413273,6.891906650707824e-06,470.6771240234375,13.727023124694824,1082626.0,139.08804321289062
7,0.015421343967318535,6.656423920503585e-06,375.9838562011719,13.37734603881836,1092676.0,143.16830444335938
8,0.007889749482274055,6.730231689289212e-06,573.3017578125,15.09964370727539,1082245.0,139.31776428222656
9,0.005440867505967617,7.116741016943706e-06,454.10540771484375,14.213247299194336,1071427.0,142.07568359375
10,0.004383666440844536,6.681467311864253e-06,369.96435546875,13.192488670349121,1155482.0,148.49388122558594
11,0.0035705792251974344,6.956200650165556e-06,438.0350036621094,14.579669952392578,1120515.0,145.948974609375
12,0.003286025021225214,6.769165338482708e-06,296.8649597167969,13.254124641418457,1117045.0,148.38723754882812
13,0.0028487874660640955,7.048354291327996e-06,332.0371398925781,13.84848403930664,1091197.0,146.26722717285156
14,0.0023658722639083862,6.905422651470872e-06,363.5984191894531,13.982439994812012,1064720.0,144.65768432617188
15,0.002164432080462575,6.5893955252249725e-06,288.958251953125,12.223044395446777,1067300.0,149.17141723632812
16,0.002314202720299363,6.740850494679762e-06,281.65753173828125,12.765009880065918,1050272.0,148.94393920898438
17,0.002152531174942851,6.712928552587982e-06,305.52032470703125,12.863842010498047,1070599.0,147.51113891601562
18,0.0019051136914640665,6.797414243919775e-06,317.9345703125,14.32373332977295,1085001.0,148.08090209960938
19,0.0018660476198419929,6.685937933070818e-06,252.7113037109375,12.805526733398438,1083674.0,149.29559326171875
20,0.0017687355866655707,6.632878921664087e-06,203.5514678955078,13.407039642333984,1031723.0,150.94371032714844
21,0.0015271661104634404,6.598020718229236e-06,315.4056701660156,13.357986450195312,1054114.0,149.8302459716797
22,0.0016060773050412536,6.6385887294018175e-06,225.91448974609375,13.300790786743164,996719.0,150.28384399414062
23,0.001540091005153954,6.650903742411174e-06,227.76402282714844,13.277191162109375,1029343.0,150.5839385986328
24,0.001667892443947494,7.069796083669644e-06,195.12400817871094,13.92247486114502,995573.0,149.18592834472656
25,0.0015038858400657773,6.834417945356108e-06,197.36764526367188,14.30496597290039,980438.0,148.7285614013672
26,0.0014669249067083001,6.812058018113021e-06,114.36431121826172,13.008354187011719,823142.0,151.14617919921875
27,0.0015102226752787828,6.941902029211633e-06,171.00149536132812,14.405184745788574,922771.0,146.73976135253906
28,0.0015203387010842562,6.653570835624123e-06,180.2932891845703,12.759902954101562,960153.0,148.16958618164062
29,0.00149787578266114,6.932734777365113e-06,339.17730712890625,14.721923828125,1064788.0,147.2826385498047
30,0.0014165015891194344,6.884113190608332e-06,231.72622680664062,13.954741477966309,994591.0,146.4879913330078
31,0.001463071326725185,6.779614068364026e-06,172.5794219970703,13.379237174987793,932484.0,149.972412109375
32,0.001250200206413865,6.775030669814441e-06,222.57850646972656,13.169267654418945,1002799.0,149.42860412597656
33,0.0012800857657566667,6.825367563578766e-06,129.6189422607422,14.127326965332031,806139.0,148.856689453125
34,0.0012880191206932068,6.704730367346201e-06,168.3716278076172,13.344633102416992,911796.0,149.63552856445312
35,0.0012699257349595428,6.7641158238984644e-06,168.90560913085938,14.407798767089844,894780.0,151.84530639648438
36,0.001324196346104145,6.82906829752028e-06,251.0623779296875,13.659259796142578,990802.0,148.94717407226562
37,0.0014445066917687654,6.88488671585219e-06,139.37840270996094,13.470539093017578,855539.0,148.723388671875
38,0.0013809313531965017,6.759965344826924e-06,188.78541564941406,13.116357803344727,920839.0,148.8738555908203
39,0.0014393130550161004,6.937114903848851e-06,107.03272247314453,13.450799942016602,731630.0,150.4997100830078
