,MSE,FID,TVI,TVA,LBP,HOG
0,0.003967821132391691,5.0678027037065476e-05,829.7504272460938,13.027112007141113,1019141.0,141.78216552734375
1,0.002636201214045286,4.3713574996218085e-05,792.9606323242188,14.136905670166016,1100140.0,140.01344299316406
2,0.0022458606399595737,4.1438062908127904e-05,878.2364501953125,10.008196830749512,1009062.0,129.92971801757812
3,0.0031721829436719418,2.9353697755141184e-05,924.7359008789062,12.964241981506348,1083519.0,119.77127075195312
4,0.00013883301289752126,0.00010102576925419271,808.2816772460938,11.391521453857422,1111085.0,167.07745361328125
5,8.671724935993552e-05,0.0001070716607500799,745.801025390625,12.314839363098145,1097731.0,177.0341796875
6,5.564114690059796e-05,0.00011052792251575738,715.8558959960938,13.051285743713379,1119593.0,184.35787963867188
7,3.512196781230159e-05,0.00011241229367442429,687.1099853515625,14.819419860839844,1086626.0,191.4338836669922
8,3.043486321985256e-05,0.00011397487833164632,645.6865844726562,17.26963996887207,1082061.0,190.42103576660156
9,2.6608400730765425e-05,0.00011426966375438496,625.3056030273438,18.041385650634766,1096144.0,200.63003540039062
10,2.150504951714538e-05,0.00011508879833854735,603.83349609375,19.53696060180664,1096452.0,197.9689483642578
11,1.6400395907112397e-05,0.00011521754640853032,584.8977661132812,20.577266693115234,1094713.0,204.83006286621094
12,2.204994780186098e-05,0.0001155433856183663,581.3589477539062,20.787845611572266,1115750.0,215.23533630371094
13,2.0295996364438906e-05,0.00011551266652531922,561.4142456054688,21.975961685180664,1110871.0,203.0649871826172
14,1.415641418134328e-05,0.00011584026651689783,557.5746459960938,22.73615264892578,1107133.0,205.4591522216797
15,1.1738884495571256e-05,0.00011574039672268555,544.8726806640625,23.116273880004883,1114264.0,208.8902587890625
16,1.1552808246051427e-05,0.00011587025801418349,544.7515869140625,23.33624267578125,1094002.0,208.7042236328125
17,1.1954784895351622e-05,0.00011594353418331593,540.0433959960938,23.78305435180664,1071079.0,211.16793823242188
18,1.033468925015768e-05,0.00011616603296715766,522.2431030273438,24.294017791748047,1102143.0,212.90626525878906
19,1.0198708878306206e-05,0.00011590471694944426,521.1577758789062,23.910058975219727,1108071.0,221.8231658935547
20,9.019940989674069e-06,0.00011623431055340916,515.6536865234375,24.845582962036133,1102961.0,216.02574157714844
21,9.725265954330098e-06,0.00011635037662927061,515.0338134765625,24.891319274902344,1141590.0,207.9148406982422
22,8.93151263881009e-06,0.00011626581544987857,510.2101745605469,24.933719635009766,1135809.0,210.941162109375
23,8.913400051824283e-06,0.00011635350529104471,504.91815185546875,25.101184844970703,1114698.0,211.8292236328125
24,9.707955541671254e-06,0.00011627409548964351,510.8507080078125,25.23222541809082,1141791.0,212.1689453125
25,9.569776921125595e-06,0.0001161172185675241,506.8933410644531,24.95707893371582,1124353.0,216.22158813476562
26,8.382533451367635e-06,0.0001162872213171795,505.2801513671875,25.52596664428711,1115426.0,213.53416442871094
27,1.5588413589284755e-05,0.00011598704440984875,507.3353576660156,24.927169799804688,1113539.0,215.0651092529297
28,7.952939995448105e-06,0.0001163765846285969,495.8698425292969,25.781219482421875,1136100.0,210.91201782226562
29,7.480516615032684e-06,0.00011628621723502874,494.3819580078125,25.760454177856445,1133860.0,214.6474609375
30,8.11773043096764e-06,0.00011638630530796945,499.2302551269531,26.082225799560547,1111281.0,213.92799377441406
31,7.861607628001366e-06,0.00011626575724221766,504.9698486328125,25.25921058654785,1104211.0,209.89805603027344
32,7.646103767910972e-06,0.00011623970203800127,495.199951171875,25.712846755981445,1113028.0,215.35633850097656
33,8.051320037338883e-06,0.00011629092477960512,491.0627136230469,25.954303741455078,1131300.0,215.001953125
34,7.316233677556738e-06,0.00011627453932305798,495.7518310546875,26.009784698486328,1137445.0,217.1632843017578
35,8.515184163115919e-06,0.00011661663302220404,501.2613830566406,26.155235290527344,1130212.0,209.9355010986328
36,7.93568051449256e-06,0.00011631588859017938,493.5892639160156,26.02860450744629,1121434.0,211.99673461914062
37,7.0758337642473634e-06,0.00011647302017081529,497.53948974609375,26.298147201538086,1142433.0,214.1898193359375
38,7.484217348974198e-06,0.00011644717596936971,498.3708801269531,26.18320083618164,1120572.0,216.31390380859375
39,7.983187060744967e-06,0.000116286551929079,496.3929443359375,25.9302978515625,1120575.0,212.80096435546875
